id,date,time,lat,lng,location id,number of individuals,has photo,Finding place crayfish,Description crayfish,Description finding place crayfish,I replaced the bait,Code sample location
325967404,2024-08-27,10:59:00,51.058352,4.172183,30852,2,True,Stilstaand water,"levendig, dicht geklapt","eerste dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
325967846,2024-08-27,11:03:00,51.058275,4.172213,30852,1,True,Stilstaand water,"levendig, dicht geklapt","eerste dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326016903,2024-08-28,07:00:00,51.327886,3.237031,31729,6,True,Stilstaand water,3 mannelijke 1 mannelijke met 1 schaar 3 vrouwlijke,"Normale waterstand, natuurlijke oever, tegen rietkraag",Ja,I_8301_1
326037970,2024-08-28,10:16:00,51.058414,4.172176,30852,1,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326038243,2024-08-28,10:23:00,51.058368,4.172226,30724,2,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326038551,2024-08-28,10:29:00,51.058234,4.172236,30852,1,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326237805,2024-08-29,08:20:00,51.327874,3.236893,31729,6,True,Stilstaand water,4 vrouw 2 man,Natuurlijke oever tegen rietkraag normale waterstand,Nee,I_8301_1 isabellavaart
326283512,2024-08-30,07:15:00,51.327881,3.236729,31729,7,True,Stilstaand water,5 mannelijke 2 vrouwlijke,"Waterstand normaal,tegen rietkraag",Nee,I_8301_1
326357289,2024-08-30,17:52:00,51.173319,3.958101,30162,4,True,Running water,,,No,I_9180_8
326391599,2024-08-29,10:42:00,51.058417,4.172176,30852,1,True,Stilstaand water,"levendig, dicht geklapt","derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326391726,2024-08-29,10:44:00,51.058376,4.172197,30852,0,True,Stilstaand water,geen,"derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326391919,2024-08-29,10:48:00,51.058262,4.172267,30852,1,True,Stilstaand water,"levendig, dicht geklapt","derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326394312,2024-08-30,10:26:00,51.058427,4.172159,30852,1,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326394437,2024-08-30,10:30:00,51.058326,4.172214,30852,5,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326394503,2024-08-30,10:34:00,51.058267,4.172242,30852,1,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326394642,2024-08-31,08:55:00,51.173327,3.958228,30162,1,True,Running water,,,No,I_9180_8
326525614,2024-09-01,09:23:00,51.173386,3.960779,30163,1,True,,,,Yes,I_9180_8
326701139,2024-08-28,13:43:00,51.174656,4.003766,30827,3,True,Stromend water,,Kanaal Van Stekene,Ja,I.9112.4
326752521,2024-08-31,08:39:00,51.147743,3.829401,71847,7,True,Stromend water,zie foto's,riviertje met traag stromend water,Ja,I.9042.2
326752908,2024-09-01,09:54:00,51.147791,3.829293,71847,5,True,Stromend water,zie foto's,riviertje met traag stromend water,Ja,I.9042.2
326753180,2024-09-02,07:00:00,51.147877,3.829143,71847,4,True,Stromend water,zie foto's,riviertje met traag stromend water,Ja,I.9042.2
326953700,2024-09-03,09:20:00,51.183753,4.05852,30734,2,True,Stilstaand water,,"Ransbeek, Twee fuiken lagen niet helemaal onder water.",,I.9112.2
326954066,2024-09-04,09:20:00,51.183767,4.058627,30734,3,True,Stilstaand water,,"Ransbeek, regen gehad, fuiken lagen allemaal onder water.",Ja,I.9112.2
327060671,2024-09-05,08:24:00,51.147736,3.9111,30170,2,True,Stilstaand water,,"Stilstaand, zwak stromend water, waterlelie",,I.9180.5
327276397,2024-09-07,09:15:00,51.148003,3.910744,30169,4,True,Stromend water,,"Stilstaand, zwak stromend helder water, waterlelie in de oever",Ja,I.9180.5
327458855,2024-09-06,19:30:00,51.287963,3.17293,28508,18,False,Stromend water,"Foto's niet opgeslaan, sorry","Gracht, riet, lage waterstand",Nee,"V_8380_4: Kruisilader (51.28947, 3.17351)"
327459845,2024-09-08,14:54:00,51.289043,3.174072,28508,25,True,Stromend water,Aaszakje kapot bij val 2,"Gracht, riet, laag waterstand",Ja,"V_8380_4: Kruisilader (51.28947, 3.17351)"
327560785,2024-09-08,14:49:00,51.147994,3.910812,30169,3,True,Stromend water,"2 man, 1 vrouw","Stilstaand, zwak stromend helder water, waterlelie in de oever",Nee,I.9180.5
327585636,2024-09-03,10:33:00,51.066913,4.182358,30729,1,True,Stilstaand water,Mist 1 schaar,"eerste dag proefproject. gracht verbonden met visput, waterstand geregeld met sluizen, niveau water hoog kanten begroeid met riet. waterdiepte 80 cm cm",Ja,valnr.1  I.9220.3
327585849,2024-09-03,10:37:00,51.067061,4.182385,30729,2,True,Stilstaand water,geen,"eerste dag proefproject. gracht verbonden met visput, waterstand geregeld met sluizen, kanten begroeid met riet. waterdiepte +-80 cm",Ja,valnr.2  I.9220.3
327606812,2024-09-06,14:57:00,51.183779,4.058601,30734,5,True,Stilstaand water,,Ransbeek,,I.9112.2
327660947,2024-09-10,09:21:00,51.291797,3.247979,31656,9,True,Stilstaand water,4 vrouwlijke 5 mannelijke,"Natuurlijke oever, normale waterstand, gemaaid rietkraag",Ja,I_8380_2
327690152,2024-09-10,10:54:00,51.30069,3.196946,31295,10,True,Stromend water,allemaal vrij levendig,Vaartje met veel grote rietkragen. 1ste val vrij veel waterpest (4 kreeftjes) Val 2 & 3 Minder/geen waterpest. telkens 3 kreeftjes.,Ja,"I_8380_5    Lisseweegs Vaartje (51.30071, 3.19696)"
327706024,2024-09-10,14:36:00,51.189504,4.038481,28411,7,True,Stromend water,,,Nee,I_9111_1
327707228,2024-09-10,18:20:00,51.170021,2.961601,24027,1,True,Stromend water,1 in fuik 1/3 in fuik 2,brede hoge rietkraag/oever met houten schoeiwerk,Nee,I-8470-1
327716371,2024-09-10,19:30:00,51.129039,3.979352,30839,6,True,Stilstaand water,,Tegenover werkend pomphuis,Nee,I_9160_8
327724062,2024-09-11,07:43:00,51.291731,3.248082,31656,20,True,Stromend water,13 vrouwlijke en 7 mannelijke,"Hoger waterstand, licht stromend,natuurlijke oever,gemaaide rietkraag",Nee,I_8380_2
327753286,2024-09-11,10:58:00,51.1895,4.0385,28411,20,True,Stromend water,,,Nee,I_9111_1
327760344,2024-09-08,13:55:00,51.108526,3.995112,28806,1,True,Stromend water,"geen donkere gepigmenteerde lijn op onderzijde, schare n rood of oranje",aan de kant van het zwembad lokeren aan een oude steiger,Nee,I.9160.12
327760547,2024-09-09,,51.108254,3.99547,28806,1,True,Stromend water,"donkere gepigmenteerde lijn op onderzijde, scharen rood of oranje",aan de kant van het zwembad lokeren aan een oude steiger,Nee,I.9160.12
327770629,2024-09-11,17:48:00,51.170011,2.961665,24027,1,True,Stromend water,,brede hoge rietkraag/oever met houten schoeiwerk,Ja,I-8470-1
327772603,2024-09-11,18:21:00,51.129107,3.979191,30839,3,True,Stilstaand water,,Tegenover actief pomphuis,Ja,I_9160_8
327778875,2024-09-11,15:24:00,51.302473,3.197135,31295,9,True,Stromend water,allemaal vrij levendig,Vaartje met veel grote rietkragen. 1ste val vrij veel waterpest (3 kreeftjes) Val 2 & 3 Minder/geen waterpest. telkens 3 kreeftjes.,Ja,"I_8380_5    Lisseweegs Vaartje (51.30071, 3.19696)"
327790079,2024-09-12,08:31:00,51.291724,3.248233,31656,12,True,Stromend water,8 mannelijke en 4 vrouwlijke waarvan 1 vrouw dragen was van jonge kreeftjes,"Normale waterstand,natuurlijke oevers,gemaaid rietkraag",Ja,I_8380_2
327808317,2024-09-12,12:36:00,51.170016,2.96156,24027,1,True,Stromend water,,brede hoge rietkraag/oever met houten schoeiwerk,Nee,I-8470-1
327825538,2024-09-12,10:49:00,51.1895,4.0385,28411,13,True,Stromend water,,,Nee,I_9111_1
327847494,2024-09-12,18:30:00,51.129085,3.979207,30839,12,True,Stilstaand water,"3 met maar 1 schaar, verschillende 'klapten' met een staart",Tegenover actief pomphuis,Ja,I_9160_8
327851746,2024-09-12,10:15:00,51.302134,3.196906,31295,13,True,Stromend water,allemaal vrij levendig. Meer grotere exemplaren,"Vaartje met veel grote rietkragen. 1ste val vrij veel waterpest Waar ik de voorbije dagen redelijk wat waterpest opgevist heb met de vallen, zaten nu de meeste kreeftjes.  8 van de de 13 .  De aaszakjes zijn kapotgebeten. Ik doe het aas nu los in de val.",Ja,"I_8380_5    Lisseweegs Vaartje (51.30071, 3.19696)"
327856615,2024-09-13,07:45:00,51.291761,3.248032,31656,10,True,Stromend water,"7 vrouwlijke 3 mannelijke, 1 vrouwlijke was drager van larven","Ligt stromend, natuurlijke oever, gemaaid rietkraag",Nee,I_8380_2
327882740,2024-09-13,10:48:00,51.1895,4.0385,28411,14,True,Stromend water,,,,I_9111_1
327906941,2024-09-13,15:51:00,51.301071,3.196906,31295,13,True,Stromend water,"Het lijken allemaal dezelfde. Door de regenval, meer zuurstof, meer leven in de beek.","Door de grote regenval, meer zuurstof/meer leven in de beek. In elke val zaten ook wel een paar voorn's (?) 1 foto bijgevoegd. Alles samen een 10-tal voorntjes in de vallen.",Ja,"I_8380_5    Lisseweegs Vaartje (51.30071, 3.19696)"
327926711,2024-09-13,20:26:00,51.103217,3.698469,30314,1,True,Stromend water,,"Waterloop met ijsvogel en ruige vegetatie liesgras, lisdodde etc.",Ja,I_9940_18
327973916,2024-09-13,18:30:00,51.129154,3.979138,30839,7,True,Stilstaand water,,Tegenover actief pomphuis,Nee,I_9160_8
328063918,2024-09-15,09:38:00,51.268619,3.197302,31286,10,True,Stromend water,6 vrouwlijke 4 mannelijke,"Oever bezet met steen,rietkragen, normale waterstand",Nee,I_8380_3
328066802,2024-09-14,20:08:00,51.10323,3.69838,30314,2,True,Stromend water,een kleintje en een grote,"waterloop, weinig stroming, veel ruige vegetatie",Nee,I_9940_18
328083735,2024-09-14,13:42:00,51.301868,3.196876,31295,9,True,Stromend water,Kreeft 6 heeft een bobbel op zijn pantser. zijkant,"Door de grote regenval, meer zuurstof/meer leven in de beek. In elke val zaten ook wel een paar voorn's (?)",Ja,"I_8380_5    Lisseweegs Vaartje (51.30071, 3.19696)"
328094345,2024-09-14,12:57:00,51.265441,3.158425,31279,5,True,Stilstaand water,"heel snel , en verschillende groottes",gracht met heel veel riet,Ja,"I_8377_3: Kruisilader (51.26994, 3.1536)"
328095578,2024-09-14,12:50:00,51.263384,3.134403,31278,0,False,Stilstaand water,,,Ja,"I_8377_4: Blankenbergse Vaart (51.26219, 3.13449)"
328096601,2024-09-15,12:22:00,51.265453,3.158371,31279,4,True,Stilstaand water,aktief,veel riet,Ja,"1. I_8377_3: Kruisilader (51.26994, 3.1536)"
328096956,2024-09-15,12:22:00,51.262559,3.134451,31278,2,True,Stilstaand water,lichtere kleur dan op de andere plaats,veel riet,Ja,"51.26219, 3.13449"
328097666,2024-09-14,12:50:00,51.265441,3.158425,31279,5,True,Stilstaand water,aktief,veel riet,Ja,"I_8377_3: Kruisilader (51.26994, 3.1536)"
328187724,2024-09-16,08:05:00,51.268595,3.197381,31286,10,True,Stromend water,7 mannelijke 3 vrouwlijke,"Stenen oever, rietkraag, ligt stromend water, normale waterstand",Ja,I_8380_3
328217756,2024-09-16,13:45:00,51.26539,3.158385,31279,2,True,Stilstaand water,niets te melden,veel riet,Ja,"I_8377_3: Kruisilader (51.26994, 3.1536)"
328259831,2024-09-16,19:30:00,51.162691,3.948618,30173,1,False,Stromend water,klein rood kreeftje( geen foto... ontsnapte bij het uithalen),heldere beek (nog maar net schoongemaakt met kraan 1maand geleden,Nee,"I_9180_11: Bosbeek (51.16245, 3.94853)"
328276568,2024-09-17,07:30:00,51.268775,3.197294,31286,9,True,Stromend water,5 mannelijke 4 vrouwlijke,"Ligt stromend, stenen oever, rietkraag, normale waterstand",Nee,I_8380_3
328336770,2024-09-17,14:52:00,51.183606,4.028133,30733,1,True,Stromend water,,,Nee,I_9112_8
328358687,2024-09-14,09:52:00,51.170511,2.965536,24027,1,True,Stilstaand water,Zeer actief,"Rechte oevers met lage begroeiing, ongeveer 1,5 m diep. In de volgende val zat een (veel kleinere) gevlekte Amerikaanse rivierkreeft, zie andere rapportage.",Ja,I_8460_1
328373132,2024-09-16,19:45:00,51.103212,3.698337,30314,1,True,,,,,I_9940_18
328400098,2024-09-18,14:24:00,51.262069,3.134472,31278,5,True,Stilstaand water,niets te melden,"ik ben door omstandigheden gisteren de netjes niet kunnen gaan ledigen , dus is vn a2 dagen ipv 1 dag, ECHTER op die plaats had een buurman mij gezien  denk ik , en 2 van de 3 netjes waren dus verdwenen :(n",Nee,"51.26994, 3.1536"
328403816,2024-09-18,07:44:00,51.335653,3.277659,31736,9,True,,levendig en aggressief,traag aflopende oever met rietvegetatie,Ja,I_8300_9
328404456,2024-09-19,07:47:00,51.335492,3.277488,31736,5,True,Stilstaand water,levendig,langzaam aflopende oever met rietvegetatie,Ja,I_8300_9
328438978,2024-09-18,19:23:00,51.269747,3.190161,31286,6,True,Stromend water,4 mannelijke 2 vrouwlijke,"Stenen oever, rietkraag, normale waterstand, ligt stromend",Nee,I_8380_3
328465295,2024-09-18,21:00:00,51.103227,3.698324,30314,2,False,,,,Nee,I_9940_18
328539514,2024-09-15,09:31:00,51.136806,4.038377,30700,3,True,Stromend water,"relatief klein, duidelijk volledig rode onderkant scharen","Smalle waterloop, taluds sterk begroeid, beekbodem onbegroeid en zandig, waterkolom beperkt, enkel bij eerste fuik, die vlak na duiker onder de straat zat. In eerste fuik, die zat helemaal onder water. 2 volgende fuiken zaten maar half onder water.",Ja,V_9250_3
328539691,2024-09-16,10:00:00,51.136897,4.039217,30700,2,True,Stromend water,groter dan die van gisteren,"Smalle waterloop, taluds sterk begroeid, beekbodem onbegroeid en zandig, waterkolom beperkt, enkel bij eerste fuik, die vlak na duiker onder de straat zat. In eerste fuik, die zat helemaal onder water. 2 volgende fuiken zaten maar half onder water.",Ja,V_9250_3
328539834,2024-09-18,09:23:00,51.136878,4.039169,30700,1,True,Stromend water,zelfde grootte dan eergisteren,"Smalle waterloop, taluds sterk begroeid, beekbodem onbegroeid en zandig, waterkolom beperkt, enkel bij eerste fuik, die vlak na duiker onder de straat zat. In eerste fuik, die zat helemaal onder water. 2 volgende fuiken zaten maar half onder water.",Ja,V_9250_3
328539933,2024-09-19,19:35:00,51.136883,4.039139,30700,1,True,Stromend water,zelfde grootte dan eergisteren,"Smalle waterloop, taluds sterk begroeid, beekbodem onbegroeid en zandig, waterkolom beperkt, enkel bij eerste fuik, die vlak na duiker onder de straat zat. In eerste fuik, die zat helemaal onder water. 2 volgende fuiken zaten maar half onder water.",Nee,V_9250_3
328541132,2024-09-19,19:30:00,51.160657,3.948212,30173,1,True,Stromend water,,Betreft Stroomgracht die een maand geleden is schoongemaakt met de kraan,,"I_9180_11:Borsbeek(51.16245,3.94853)"
328567949,2024-09-15,17:48:00,51.143148,3.880528,190763,1,True,Stilstaand water,man,"vijver, geen waterplanten in oever, zandige bodem met dunne sliblaag",Nee,I_9080_4
328636920,2024-09-20,07:24:00,51.336853,3.276753,31736,4,True,Stilstaand water,"3 stuks tussen 5/7 cm, 1 exemplaar van 12 cm",langzaam aflopende oever met veel riet,,I_8300_9
328644911,2024-09-20,14:40:00,51.1836,4.0281,30733,1,True,Stromend water,,,,I_9112_8
328666942,2024-09-21,09:37:00,51.129515,3.976244,30841,1,True,Stilstaand water,,,Nee,I-9160-9
328668711,2024-09-21,10:04:00,51.144508,3.929376,30830,1,True,Stilstaand water,,,Nee,I-9160-13
328791867,2024-09-22,10:45:00,51.129708,3.976989,30841,1,True,Stilstaand water,,,Ja,I_9160_9
328794714,2024-09-22,11:04:00,51.144499,3.929436,30830,2,True,Stilstaand water,,,Ja,I_9180_13
328961495,2024-09-23,18:37:00,51.129636,3.976569,30841,1,True,Stilstaand water,,"Steeds de derde val op deze plaats, val net naast betonnen brugje",Nee,I_9160_9
329050437,2024-09-24,18:54:00,51.129568,3.976648,30839,1,True,,,,Ja,I_9160_9
329051997,2024-09-24,19:09:00,51.144568,3.929551,30830,4,True,Stilstaand water,,,Ja,I_9180_13
329112613,2024-09-25,13:17:00,51.332009,3.299117,31773,1,True,Stromend water,,"sloot, licht stromend, riet vd oever net verwijderd",Ja,I_8300_7
329121342,2024-09-25,18:34:00,51.144611,3.929634,30830,2,True,Stilstaand water,,,Nee,I_9180_13
329178563,2024-09-26,15:57:00,51.137108,3.970171,30841,7,True,Stilstaand water,,,Nee,I_9160_3
329179085,2024-09-26,16:04:00,51.137136,3.97015,30841,6,True,Stilstaand water,Val 2,,Nee,I_9160_3
329179437,2024-09-26,16:08:00,51.1372,3.970018,30841,7,True,Stilstaand water,,Val 3,Nee,I_9160_3
329196459,2024-09-26,14:52:00,51.332017,3.29931,31773,3,True,Stromend water,,,Ja,I_8300_7
329234546,2024-09-19,16:34:00,51.281985,3.090445,31255,1,True,Stilstaand water,niets te melden,,Ja,I_8377_5: Bommelzwin
329234977,2024-09-22,15:19:00,51.26542,3.158568,31279,3,True,Stilstaand water,niets te melden,,Nee,"51.28188, 3.08973"
329239619,2024-09-24,16:30:00,51.216978,3.143654,28514,1,True,Stilstaand water,Jong exemplaar,"Waterloop bedekt met eendenkroos, oevervegetatie lisdodde en gele lis",Nee,V_8000_7
329240095,2024-09-25,16:32:00,51.216994,3.143631,28514,1,True,Stromend water,Jong exemplaar rode Am rivierkreeft,"Waterloop circa 70 cm diep, bedekt met eendenkroos, oevervegetatie met lisdodde en gele lis",Nee,"V_8000_7 (51.21703, 3.14363)"
329240287,2024-09-26,08:30:00,51.217117,3.143491,28515,0,False,Stromend water,,"Waterloop circa 70 cm diep, bedekt met eendenkroos, oevervegetatie met lisdodde en gele lis",Nee,"V_8000_7 (51.21703, 3.14363)"
329240443,2024-09-27,08:55:00,51.217071,3.143826,28514,4,True,Stromend water,,"Waterloop circa 70 cm diep, bedekt met eendenkroos, oevervegetatie met lisdodde en gele lis",Nee,"V_8000_7 (51.21703, 3.14363)"
329245254,2024-09-27,18:32:00,51.137092,3.970087,30841,1,True,Stilstaand water,,,Ja,I_9160_3  val1
329245278,2024-09-27,18:34:00,51.137129,3.970019,30841,5,True,Stilstaand water,,,Ja,I_9160_3 val2
329245332,2024-09-27,18:35:00,51.137214,3.970039,30841,2,True,,,,Ja,I_9160_3 val3
329250522,2024-09-26,14:52:00,51.328922,3.302275,31773,4,True,Stromend water,,,,I_8300_7
329269908,2024-09-28,11:43:00,51.137103,3.970195,30841,9,True,Stilstaand water,,,Ja,I_9160_3
329358883,2024-09-29,11:33:00,51.137147,3.970074,30841,16,True,Stilstaand water,,,Ja,I_9160_3
329551936,2024-10-01,12:44:00,51.328436,3.261974,31692,3,True,Stilstaand water,2 mannelijke 1 vrouwlijke,"Normale waterstand, helder water, gemaaide rietkraag,natuurlijke oever",Ja,I_8301_3 isabellavaart
329575453,2024-10-01,18:15:00,51.137132,3.970071,30841,8,True,Stilstaand water,,,Nee,I_9160_3
329594182,2024-10-02,08:38:00,51.328538,3.262178,31692,5,True,Stilstaand water,2 mannelijke 3 vrouwlijke,"Natuurlijke oever tegen rietkraag, normale waterstand",Nee,I_8301_3 isabellavaart
329669031,2024-10-03,07:48:00,51.328431,3.262041,31692,4,True,Stromend water,3 mannelijke 1 vrouwlijke,"Natuurlijke oever tegen rietkraag, normale waterstand, stromend water",Nee,I_8301_3 isabellavaart
329770867,2024-10-04,08:07:00,51.328503,3.262199,31692,6,True,Stromend water,3 mannelijke 3 vrouwlijke,"Natuurlijke oever tegen rietkraag, normale waterstand",Nee,I_8301_3 isabellavaart
